Punto Inicial,Punto Final,Distancia (m)
"(np.float64(436504.28184662765), np.float64(4812559.762145636))","(np.float64(436506.3714783001), np.float64(4812558.298571439))",2.5511977489442397
"(np.float64(436506.3714783001), np.float64(4812558.298571439))","(np.float64(436511.0340141389), np.float64(4812555.144735435))",5.629024959205069
"(np.float64(436511.0340141389), np.float64(4812555.144735435))","(np.float64(436512.5605314305), np.float64(4812554.019672988))",1.8963176293362582
"(np.float64(436512.5605314305), np.float64(4812554.019672988))","(np.float64(436517.46889399743), np.float64(4812551.196728404))",5.662246834446327
"(np.float64(436517.46889399743), np.float64(4812551.196728404))","(np.float64(436519.6394250407), np.float64(4812549.732396181))",2.6182959857294503
"(np.float64(436519.6394250407), np.float64(4812549.732396181))","(np.float64(436521.89189727866), np.float64(4812548.37836041))",2.628125577421435
"(np.float64(436521.89189727866), np.float64(4812548.37836041))","(np.float64(436526.79922151804), np.float64(4812545.44436483))",5.717531045444235
"(np.float64(436526.79922151804), np.float64(4812545.44436483))","(np.float64(436528.7302133229), np.float64(4812544.315495608))",2.236755478325432
"(np.float64(436528.7302133229), np.float64(4812544.315495608))","(np.float64(436530.7410535105), np.float64(4812543.074806992))",2.3627920989753166
"(np.float64(436530.7410535105), np.float64(4812543.074806992))","(np.float64(436535.484505154), np.float64(4812539.920226156))",5.69664056670828
"(np.float64(436535.484505154), np.float64(4812539.920226156))","(np.float64(436537.02044491994), np.float64(4812539.794690455))",1.5410613799019457
"(np.float64(436537.02044491994), np.float64(4812539.794690455))","(np.float64(436542.0948000677), np.float64(4812537.414471726))",5.604865865073596
"(np.float64(436542.0948000677), np.float64(4812537.414471726))","(np.float64(436544.1129666698), np.float64(4812536.951192455))",2.070657894541968
"(np.float64(436544.1129666698), np.float64(4812536.951192455))","(np.float64(436546.04919354606), np.float64(4812536.3776177615))",2.019396554882954
"(np.float64(436546.04919354606), np.float64(4812536.3776177615))","(np.float64(436551.4575892989), np.float64(4812535.104937663))",5.55611908184218
"(np.float64(436551.4575892989), np.float64(4812535.104937663))","(np.float64(436552.9157738755), np.float64(4812535.313341106))",1.4730017835913318
"(np.float64(436552.9157738755), np.float64(4812535.313341106))","(np.float64(436558.90193331614), np.float64(4812535.256971392))",5.986424842394275
"(np.float64(436558.90193331614), np.float64(4812535.256971392))","(np.float64(436560.8454818602), np.float64(4812535.460806262))",1.9542081765695531
"(np.float64(436560.8454818602), np.float64(4812535.460806262))","(np.float64(436562.787984593), np.float64(4812535.553583794))",1.9447170841698087
"(np.float64(436562.787984593), np.float64(4812535.553583794))","(np.float64(436567.5701435306), np.float64(4812536.508168028))",4.87650234934912
"(np.float64(436567.5701435306), np.float64(4812536.508168028))","(np.float64(436568.9526611179), np.float64(4812537.27262604))",1.579794585061766
"(np.float64(436568.9526611179), np.float64(4812537.27262604))","(np.float64(436575.52180439606), np.float64(4812538.987866297))",6.789380866555005
"(np.float64(436575.52180439606), np.float64(4812538.987866297))","(np.float64(436577.7941544406), np.float64(4812539.743949476))",2.3948353800126743
"(np.float64(436577.7941544406), np.float64(4812539.743949476))","(np.float64(436580.14739794325), np.float64(4812540.499271951))",2.4714908504962416
"(np.float64(436580.14739794325), np.float64(4812540.499271951))","(np.float64(436585.9832628862), np.float64(4812541.666086065))",5.951367473837633
"(np.float64(436585.9832628862), np.float64(4812541.666086065))","(np.float64(436588.41530818073), np.float64(4812542.198534221))",2.4896476365892677
"(np.float64(436588.41530818073), np.float64(4812542.198534221))","(np.float64(436590.8473530747), np.float64(4812542.730983255))",2.4896474328974603
"(np.float64(436590.8473530747), np.float64(4812542.730983255))","(np.float64(436595.3059268151), np.float64(4812543.688632435))",4.5602600528785535
"(np.float64(436595.3059268151), np.float64(4812543.688632435))","(np.float64(436597.0887288689), np.float64(4812544.00505819))",1.8106651875538304
"(np.float64(436597.0887288689), np.float64(4812544.00505819))","(np.float64(436602.77011491434), np.float64(4812545.950814603))",6.0053405745145545
"(np.float64(436602.77011491434), np.float64(4812545.950814603))","(np.float64(436604.64007987134), np.float64(4812546.932828557))",2.112136441137263
"(np.float64(436604.64007987134), np.float64(4812546.932828557))","(np.float64(436606.5909381658), np.float64(4812547.914081878))",2.183736743637677
"(np.float64(436606.5909381658), np.float64(4812547.914081878))","(np.float64(436612.1084405679), np.float64(4812549.639252609))",5.780920930723343
"(np.float64(436612.1084405679), np.float64(4812549.639252609))","(np.float64(436614.0540727469), np.float64(4812550.065218573))",1.9917157375068635
"(np.float64(436614.0540727469), np.float64(4812550.065218573))","(np.float64(436620.95094557456), np.float64(4812552.221690289))",7.2261487017591435
"(np.float64(436620.95094557456), np.float64(4812552.221690289))","(np.float64(436623.38298407), np.float64(4812552.754151008))",2.489643681517106
"(np.float64(436623.38298407), np.float64(4812552.754151008))","(np.float64(436625.8150221649), np.float64(4812553.286612603))",2.4896434774889915
"(np.float64(436625.8150221649), np.float64(4812553.286612603))","(np.float64(436630.3597002217), np.float64(4812554.7988134585))",4.789660746615777
"(np.float64(436630.3597002217), np.float64(4812554.7988134585))","(np.float64(436632.1435420672), np.float64(4812555.226306347))",1.8343505389303583
"(np.float64(436632.1435420672), np.float64(4812555.226306347))","(np.float64(436637.9804288822), np.float64(4812556.504223198))",5.975141769667041
"(np.float64(436637.9804288822), np.float64(4812556.504223198))","(np.float64(436640.41559760546), np.float64(4812557.369863743))",2.5844497024451747
"(np.float64(436640.41559760546), np.float64(4812557.369863743))","(np.float64(436642.85076568875), np.float64(4812558.235505164))",2.5844493926415777
"(np.float64(436642.85076568875), np.float64(4812558.235505164))","(np.float64(436648.2810904168), np.float64(4812559.295118664))",5.532739594746378
"(np.float64(436648.2810904168), np.float64(4812559.295118664))","(np.float64(436651.1974422257), np.float64(4812559.711967617))",2.945992349387425
"(np.float64(436651.1974422257), np.float64(4812559.711967617))","(np.float64(436654.03185572673), np.float64(4812560.018520502))",2.8509427504187115
"(np.float64(436654.03185572673), np.float64(4812560.018520502))","(np.float64(436660.43081361), np.float64(4812560.846901098))",6.452354330253354
"(np.float64(436660.43081361), np.float64(4812560.846901098))","(np.float64(436662.0476440824), np.float64(4812560.720633368))",1.6217534696349438
"(np.float64(436662.0476440824), np.float64(4812560.720633368))","(np.float64(436666.51663475885), np.float64(4812562.78890848))",4.924392308095105
"(np.float64(436666.51663475885), np.float64(4812562.78890848))","(np.float64(436669.02955923317), np.float64(4812563.320625181))",2.568562256271715
"(np.float64(436669.02955923317), np.float64(4812563.320625181))","(np.float64(436671.54248329357), np.float64(4812563.852342814))",2.5685620441156516
"(np.float64(436671.54248329357), np.float64(4812563.852342814))","(np.float64(436677.1335420931), np.float64(4812564.79940085))",5.670701669401565
"(np.float64(436677.1335420931), np.float64(4812564.79940085))","(np.float64(436678.9142467612), np.float64(4812564.893732363))",1.78320148870132
"(np.float64(436678.9142467612), np.float64(4812564.893732363))","(np.float64(436683.94426637917), np.float64(4812566.40140752))",5.251112428445152
"(np.float64(436683.94426637917), np.float64(4812566.40140752))","(np.float64(436686.05167609884), np.float64(4812566.825873753))",2.1497319156852503
"(np.float64(436686.05167609884), np.float64(4812566.825873753))","(np.float64(436688.15804191405), np.float64(4812567.139282739))",2.1295544463184215
"(np.float64(436688.15804191405), np.float64(4812567.139282739))","(np.float64(436694.39624447277), np.float64(4812568.080273728))",6.308774461423249
"(np.float64(436694.39624447277), np.float64(4812568.080273728))","(np.float64(436696.0970978052), np.float64(4812568.28642777))",1.7133013591825368
"(np.float64(436696.0970978052), np.float64(4812568.28642777))","(np.float64(436701.45485890313), np.float64(4812570.235307262))",5.701204719963338
"(np.float64(436701.45485890313), np.float64(4812570.235307262))","(np.float64(436703.72509679676), np.float64(4812570.769316886))",2.3321977556506908
"(np.float64(436703.72509679676), np.float64(4812570.769316886))","(np.float64(436705.9942909825), np.float64(4812571.192269365))",2.3082744751519355
"(np.float64(436705.9942909825), np.float64(4812571.192269365))","(np.float64(436712.08008892724), np.float64(4812573.134317702))",6.388152187065788
"(np.float64(436712.08008892724), np.float64(4812573.134317702))","(np.float64(436714.0330098906), np.float64(4812574.337717735))",2.2939206459187953
"(np.float64(436714.0330098906), np.float64(4812574.337717735))","(np.float64(436715.9848869806), np.float64(4812575.4300604295))",2.2367469093219543
"(np.float64(436715.9848869806), np.float64(4812575.4300604295))","(np.float64(436719.9893517765), np.float64(4812579.724087884))",5.871491299402952
"(np.float64(436719.9893517765), np.float64(4812579.724087884))","(np.float64(436720.97884930985), np.float64(4812581.71401277))",2.222365051357712
"(np.float64(436720.97884930985), np.float64(4812581.71401277))","(np.float64(436721.9683462732), np.float64(4812583.703937802))",2.222364928480225
"(np.float64(436721.9683462732), np.float64(4812583.703937802))","(np.float64(436722.95784266654), np.float64(4812585.69386298))",2.222364804794889
"(np.float64(436722.95784266654), np.float64(4812585.69386298))","(np.float64(436723.94733848993), np.float64(4812587.683788303))",2.222364681109702
"(np.float64(436723.94733848993), np.float64(4812587.683788303))","(np.float64(436726.3391392128), np.float64(4812592.548304057))",5.420721742866123
"(np.float64(436726.3391392128), np.float64(4812592.548304057))","(np.float64(436726.99984485016), np.float64(4812593.985979161))",1.582226799568465
"(np.float64(436726.99984485016), np.float64(4812593.985979161))","(np.float64(436730.03357260174), np.float64(4812598.289129069))",5.265035916318951
"(np.float64(436730.03357260174), np.float64(4812598.289129069))","(np.float64(436731.2605296716), np.float64(4812599.721486921))",1.8860203255851398
"(np.float64(436731.2605296716), np.float64(4812599.721486921))","(np.float64(436732.56837945787), np.float64(4812601.153085355))",1.9390577963504518
"(np.float64(436732.56837945787), np.float64(4812601.153085355))","(np.float64(436737.77787383576), np.float64(4812604.547265526))",6.217659584427135
"(np.float64(436737.77787383576), np.float64(4812604.547265526))","(np.float64(436739.57316593744), np.float64(4812606.19642367))",2.4377851249669305
"(np.float64(436739.57316593744), np.float64(4812606.19642367))","(np.float64(436741.36741439963), np.float64(4812607.73452438))",2.363277668535092
"(np.float64(436741.36741439963), np.float64(4812607.73452438))","(np.float64(436747.1306389763), np.float64(4812609.790700095))",6.119037186462789
"(np.float64(436747.1306389763), np.float64(4812609.790700095))","(np.float64(436749.4859233528), np.float64(4812610.768197162))",2.5500715697676886
"(np.float64(436749.4859233528), np.float64(4812610.768197162))","(np.float64(436754.93391071644), np.float64(4812613.715880538))",6.194304125629831
"(np.float64(436754.93391071644), np.float64(4812613.715880538))","(np.float64(436756.8857697231), np.float64(4812614.808234957))",2.2367368548731226
"(np.float64(436756.8857697231), np.float64(4812614.808234957))","(np.float64(436758.7556925589), np.float64(4812615.790291358))",2.1121188853922392
"(np.float64(436758.7556925589), np.float64(4812615.790291358))","(np.float64(436763.1437232264), np.float64(4812617.859389379))",4.851389466844829
"(np.float64(436763.1437232264), np.float64(4812617.859389379))","(np.float64(436765.252153841), np.float64(4812618.394938108))",2.1753832071048875
"(np.float64(436765.252153841), np.float64(4812618.394938108))","(np.float64(436771.26012524194), np.float64(4812620.670972398))",6.424644149163689
"(np.float64(436771.26012524194), np.float64(4812620.670972398))","(np.float64(436773.2918302661), np.float64(4812621.651514448))",2.255945038879676
"(np.float64(436773.2918302661), np.float64(4812621.651514448))","(np.float64(436775.32249248284), np.float64(4812622.520999194))",2.2089800274626796
"(np.float64(436775.32249248284), np.float64(4812622.520999194))","(np.float64(436780.01324268995), np.float64(4812622.365913415))",4.693313233133179
"(np.float64(436780.01324268995), np.float64(4812622.365913415))","(np.float64(436781.63214424683), np.float64(4812622.461790059))",1.6217381359608907
"(np.float64(436781.63214424683), np.float64(4812622.461790059))","(np.float64(436788.2042728491), np.float64(4812624.510410205))",6.884019092791184
"(np.float64(436788.2042728491), np.float64(4812624.510410205))","(np.float64(436790.64148079103), np.float64(4812625.598220503))",2.668953689307901
"(np.float64(436790.64148079103), np.float64(4812625.598220503))","(np.float64(436793.07764601696), np.float64(4812626.574973764))",2.6246805407065015
"(np.float64(436793.07764601696), np.float64(4812626.574973764))","(np.float64(436798.59295017493), np.float64(4812628.07818043))",5.716485829368896
"(np.float64(436798.59295017493), np.float64(4812628.07818043))","(np.float64(436800.9461368396), np.float64(4812628.833579548))",2.4714601564586656
"(np.float64(436800.9461368396), np.float64(4812628.833579548))","(np.float64(436803.2184300798), np.float64(4812629.589738279))",2.3948053357265104
"(np.float64(436803.2184300798), np.float64(4812629.589738279))","(np.float64(436808.1612292959), np.float64(4812630.431916864))",5.01403319290053
"(np.float64(436808.1612292959), np.float64(4812630.431916864))","(np.float64(436810.3495033807), np.float64(4812630.85566299))",2.2289244604080714
"(np.float64(436810.3495033807), np.float64(4812630.85566299))","(np.float64(436815.46137723885), np.float64(4812632.473734871))",5.3618477180006545
"(np.float64(436815.46137723885), np.float64(4812632.473734871))","(np.float64(436818.21694155317), np.float64(4812633.003230936))",2.805975903946449
"(np.float64(436818.21694155317), np.float64(4812633.003230936))","(np.float64(436820.9735468725), np.float64(4812633.643786036))",2.8300501273568113
"(np.float64(436820.9735468725), np.float64(4812633.643786036))","(np.float64(436824.88660328585), np.float64(4812636.828054639))",5.04495560187019
"(np.float64(436824.88660328585), np.float64(4812636.828054639))","(np.float64(436826.43293869565), np.float64(4812637.813163841))",1.8334648457458793
"(np.float64(436826.43293869565), np.float64(4812637.813163841))","(np.float64(436830.3491140252), np.float64(4812641.33060932))",5.263919823334252
"(np.float64(436830.3491140252), np.float64(4812641.33060932))","(np.float64(436831.9037778562), np.float64(4812643.204183068))",2.4345961098614493
"(np.float64(436831.9037778562), np.float64(4812643.204183068))","(np.float64(436833.37650687905), np.float64(4812644.967457694))",2.297404662002786
"(np.float64(436833.37650687905), np.float64(4812644.967457694))","(np.float64(436833.66500018805), np.float64(4812649.851730608))",4.89278553499738
"(np.float64(436833.66500018805), np.float64(4812649.851730608))","(np.float64(436833.6816602793), np.float64(4812651.6286572395))",1.7770047301514147
"(np.float64(436833.6816602793), np.float64(4812651.6286572395))","(np.float64(436834.05104577914), np.float64(4812656.512171783))",4.89746464406035
"(np.float64(436834.05104577914), np.float64(4812656.512171783))","(np.float64(436834.1517220893), np.float64(4812658.621513754))",2.1117431833617637
"(np.float64(436834.1517220893), np.float64(4812658.621513754))","(np.float64(436834.25239835563), np.float64(4812660.730855729))",2.111743184996002
"(np.float64(436834.25239835563), np.float64(4812660.730855729))","(np.float64(436830.22131020733), np.float64(4812662.2125311885))",4.294768192277263
"(np.float64(436830.22131020733), np.float64(4812662.2125311885))","(np.float64(436828.1181055221), np.float64(4812662.23225187))",2.103297138581494
"(np.float64(436828.1181055221), np.float64(4812662.23225187))","(np.float64(436825.9340083482), np.float64(4812662.252731736))",2.1841931897128943
"(np.float64(436825.9340083482), np.float64(4812662.252731736))","(np.float64(436820.7857080763), np.float64(4812656.747625031))",7.537320181975682
"(np.float64(436820.7857080763), np.float64(4812656.747625031))","(np.float64(436819.39907822706), np.float64(4812655.538884091))",1.8395099883992219
"(np.float64(436819.39907822706), np.float64(4812655.538884091))","(np.float64(436817.4586980863), np.float64(4812655.66814879))",1.944681067113214
"(np.float64(436817.4586980863), np.float64(4812655.66814879))","(np.float64(436813.2460349822), np.float64(4812655.041251242))",4.2590528247159085
"(np.float64(436813.2460349822), np.float64(4812655.041251242))","(np.float64(436809.9179812278), np.float64(4812653.850720791))",3.53458689905951
"(np.float64(436809.9179812278), np.float64(4812653.850720791))","(np.float64(436805.04359121324), np.float64(4812651.675087306))",5.3378890094304206
"(np.float64(436805.04359121324), np.float64(4812651.675087306))","(np.float64(436803.1768104575), np.float64(4812651.026191924))",1.9763440001061938
"(np.float64(436803.1768104575), np.float64(4812651.026191924))","(np.float64(436798.05244530214), np.float64(4812648.075434454))",5.913212992277771
"(np.float64(436798.05244530214), np.float64(4812648.075434454))","(np.float64(436795.9356917033), np.float64(4812646.651412244))",2.551173269759262
"(np.float64(436795.9356917033), np.float64(4812646.651412244))","(np.float64(436793.8199791163), np.float64(4812645.338448608))",2.4900026624904017
"(np.float64(436793.8199791163), np.float64(4812645.338448608))","(np.float64(436789.51807853655), np.float64(4812643.82386141))",4.560737109253644
"(np.float64(436789.51807853655), np.float64(4812643.82386141))","(np.float64(436787.89293020533), np.float64(4812643.0616354365))",1.7950196469764335
"(np.float64(436787.89293020533), np.float64(4812643.0616354365))","(np.float64(436782.38805663446), np.float64(4812642.669016737))",5.518856989884288
"(np.float64(436782.38805663446), np.float64(4812642.669016737))","(np.float64(436780.194573754), np.float64(4812641.689990136))",2.4020533366009658
"(np.float64(436780.194573754), np.float64(4812641.689990136))","(np.float64(436778.00213239616), np.float64(4812640.822022158))",2.358000746084838
"(np.float64(436778.00213239616), np.float64(4812640.822022158))","(np.float64(436772.1000883514), np.float64(4812641.21061275))",5.91482261393533
"(np.float64(436772.1000883514), np.float64(4812641.21061275))","(np.float64(436769.74690253445), np.float64(4812640.455223704))",2.4714562710756076
"(np.float64(436769.74690253445), np.float64(4812640.455223704))","(np.float64(436767.39475852065), np.float64(4812639.810893387))",2.438799503701801
"(np.float64(436767.39475852065), np.float64(4812639.810893387))","(np.float64(436763.1643592355), np.float64(4812637.296042479))",4.921458442482039
"(np.float64(436763.1643592355), np.float64(4812637.296042479))","(np.float64(436761.8533955524), np.float64(4812635.531264426))",2.198423833771808
"(np.float64(436761.8533955524), np.float64(4812635.531264426))","(np.float64(436757.0650816601), np.float64(4812633.9101956915))",5.0552758355382705
"(np.float64(436757.0650816601), np.float64(4812633.9101956915))","(np.float64(436754.86950702575), np.float64(4812632.709061456))",2.5026528778413435
"(np.float64(436754.86950702575), np.float64(4812632.709061456))","(np.float64(436752.5940813203), np.float64(4812631.619745245))",2.5227310494895216
"(np.float64(436752.5940813203), np.float64(4812631.619745245))","(np.float64(436747.0818970578), np.float64(4812630.449749885))",5.634985757373778
"(np.float64(436747.0818970578), np.float64(4812630.449749885))","(np.float64(436745.5438896412), np.float64(4812630.353122067))",1.5410398271786494
"(np.float64(436745.5438896412), np.float64(4812630.353122067))","(np.float64(436741.5634541972), np.float64(4812628.613411543))",4.344014160906808
"(np.float64(436741.5634541972), np.float64(4812628.613411543))","(np.float64(436740.1757613839), np.float64(4812627.293628841))",1.915076428040748
"(np.float64(436740.1757613839), np.float64(4812627.293628841))","(np.float64(436738.8679181533), np.float64(4812625.8620289415))",1.9390544570018722
"(np.float64(436738.8679181533), np.float64(4812625.8620289415))","(np.float64(436736.96879552834), np.float64(4812621.770356526))",4.51092561490224
"(np.float64(436736.96879552834), np.float64(4812621.770356526))","(np.float64(436736.4667520485), np.float64(4812619.997987506))",1.842101950918399
"(np.float64(436736.4667520485), np.float64(4812619.997987506))","(np.float64(436733.9972034642), np.float64(4812615.467401482))",5.159930225251247
"(np.float64(436733.9972034642), np.float64(4812615.467401482))","(np.float64(436732.5223559646), np.float64(4812613.482032505))",2.47322969479072
"(np.float64(436732.5223559646), np.float64(4812613.482032505))","(np.float64(436730.9676574331), np.float64(4812611.608481416))",2.43460083134713
"(np.float64(436730.9676574331), np.float64(4812611.608481416))","(np.float64(436727.6891705759), np.float64(4812607.085494342))",5.586223065567524
"(np.float64(436727.6891705759), np.float64(4812607.085494342))","(np.float64(436726.7007215528), np.float64(4812605.206626357))",2.1230111584206077
"(np.float64(436726.7007215528), np.float64(4812605.206626357))","(np.float64(436725.71122897137), np.float64(4812603.216700609))",2.2223636179234334
"(np.float64(436725.71122897137), np.float64(4812603.216700609))","(np.float64(436723.72389769176), np.float64(4812598.348386293))",5.2583238669805645
"(np.float64(436723.72389769176), np.float64(4812598.348386293))","(np.float64(436722.89618985937), np.float64(4812596.356941471))",2.156606764448173
"(np.float64(436722.89618985937), np.float64(4812596.356941471))","(np.float64(436720.751240341), np.float64(4812591.93437918))",4.915268624745061
"(np.float64(436720.751240341), np.float64(4812591.93437918))","(np.float64(436719.76070103847), np.float64(4812589.833396403))",2.3227778065150413
"(np.float64(436719.76070103847), np.float64(4812589.833396403))","(np.float64(436718.7691180057), np.float64(4812587.621355866))",2.4241205102809698
"(np.float64(436718.7691180057), np.float64(4812587.621355866))","(np.float64(436717.42788190267), np.float64(4812582.635907125))",5.162713766688339
"(np.float64(436717.42788190267), np.float64(4812582.635907125))","(np.float64(436717.0056809645), np.float64(4812580.751721856))",1.930908531852958
"(np.float64(436717.0056809645), np.float64(4812580.751721856))","(np.float64(436714.37118888495), np.float64(4812575.889488955))",5.530086554685148
"(np.float64(436714.37118888495), np.float64(4812575.889488955))","(np.float64(436713.2219878822), np.float64(4812574.123200571))",2.1072345858126442
"(np.float64(436713.2219878822), np.float64(4812574.123200571))","(np.float64(436712.1526366356), np.float64(4812572.2450945955))",2.16120201383416
"(np.float64(436712.1526366356), np.float64(4812572.2450945955))","(np.float64(436710.3302040729), np.float64(4812567.708438214))",4.889019489631022
"(np.float64(436710.3302040729), np.float64(4812567.708438214))","(np.float64(436709.66531934775), np.float64(4812565.826533134))",1.9959054153810327
"(np.float64(436709.66531934775), np.float64(4812565.826533134))","(np.float64(436703.24654899776), np.float64(4812562.888005752))",7.059430287252366
"(np.float64(436703.24654899776), np.float64(4812562.888005752))","(np.float64(436700.57183991047), np.float64(4812562.357796354))",2.7267546107564984
"(np.float64(436700.57183991047), np.float64(4812562.357796354))","(np.float64(436697.8162366725), np.float64(4812561.828348065))",2.806005113355751
"(np.float64(436697.8162366725), np.float64(4812561.828348065))","(np.float64(436692.5644068429), np.float64(4812562.544100929))",5.300379111127029
"(np.float64(436692.5644068429), np.float64(4812562.544100929))","(np.float64(436690.375058947), np.float64(4812562.009334894))",2.253712253523175
"(np.float64(436690.375058947), np.float64(4812562.009334894))","(np.float64(436688.18571069086), np.float64(4812561.474569567))",2.2537124355324885
"(np.float64(436688.18571069086), np.float64(4812561.474569567))","(np.float64(436682.43077598955), np.float64(4812560.306907024))",5.872197989601948
"(np.float64(436682.43077598955), np.float64(4812560.306907024))","(np.float64(436680.1574014973), np.float64(4812559.439730826))",2.433151483376981
"(np.float64(436680.1574014973), np.float64(4812559.439730826))","(np.float64(436674.81528307055), np.float64(4812559.156736667))",5.349608862263093
"(np.float64(436674.81528307055), np.float64(4812559.156736667))","(np.float64(436672.461013408), np.float64(4812558.290323382))",2.5086366066733703
"(np.float64(436672.461013408), np.float64(4812558.290323382))","(np.float64(436670.1067431271), np.float64(4812557.423910914))",2.5086369049295167
"(np.float64(436670.1067431271), np.float64(4812557.423910914))","(np.float64(436665.80893359706), np.float64(4812556.353633646))",4.429069900907617
"(np.float64(436665.80893359706), np.float64(4812556.353633646))","(np.float64(436664.1070321654), np.float64(4812556.036429313))",1.7312097134395015
"(np.float64(436664.1070321654), np.float64(4812556.036429313))","(np.float64(436658.6662664832), np.float64(4812553.866224052))",5.857620855079556
"(np.float64(436658.6662664832), np.float64(4812553.866224052))","(np.float64(436656.63452394673), np.float64(4812552.885716286))",2.255963921538282
"(np.float64(436656.63452394673), np.float64(4812552.885716286))","(np.float64(436654.602780811), np.float64(4812551.905209129))",2.2559641960958676
"(np.float64(436654.602780811), np.float64(4812551.905209129))","(np.float64(436650.5434697067), np.float64(4812550.388428235))",4.333431771680906
"(np.float64(436650.5434697067), np.float64(4812550.388428235))","(np.float64(436649.0852918185), np.float64(4812550.180003725))",1.472998143348404
"(np.float64(436649.0852918185), np.float64(4812550.180003725))","(np.float64(436643.0213857193), np.float64(4812550.570227858))",6.076448967400556
"(np.float64(436643.0213857193), np.float64(4812550.570227858))","(np.float64(436641.001128217), np.float64(4812550.811361684))",2.034597232411095
"(np.float64(436641.001128217), np.float64(4812550.811361684))","(np.float64(436639.06280912476), np.float64(4812551.162793261))",1.9699200634055725
"(np.float64(436639.06280912476), np.float64(4812551.162793261))","(np.float64(436634.04530168395), np.float64(4812550.987846229))",5.020556481366431
"(np.float64(436634.04530168395), np.float64(4812550.987846229))","(np.float64(436632.1805650017), np.float64(4812550.561113667))",1.9129410796166852
"(np.float64(436632.1805650017), np.float64(4812550.561113667))","(np.float64(436630.23493421497), np.float64(4812550.135142481))",1.991715494067012
"(np.float64(436630.23493421497), np.float64(4812550.135142481))","(np.float64(436624.73310714704), np.float64(4812550.075825464))",5.50214681682452
"(np.float64(436624.73310714704), np.float64(4812550.075825464))","(np.float64(436623.6773082288), np.float64(4812549.641486013))",1.141648857648662
"(np.float64(436623.6773082288), np.float64(4812549.641486013))","(np.float64(436617.9907077673), np.float64(4812547.140422554))",6.212305790709341
"(np.float64(436617.9907077673), np.float64(4812547.140422554))","(np.float64(436615.96522592916), np.float64(4812546.82627438))",2.049698941722343
"(np.float64(436615.96522592916), np.float64(4812546.82627438))","(np.float64(436613.8598948307), np.float64(4812546.623945774))",2.1150309452263025
"(np.float64(436613.8598948307), np.float64(4812546.623945774))","(np.float64(436608.9937215525), np.float64(4812545.33691623))",5.033496540202552
"(np.float64(436608.9937215525), np.float64(4812545.33691623))","(np.float64(436607.29285934643), np.float64(4812545.130784098))",1.7133075321346218
"(np.float64(436607.29285934643), np.float64(4812545.130784098))","(np.float64(436601.61251904385), np.float64(4812543.2960817795))",5.969287943364573
"(np.float64(436601.61251904385), np.float64(4812543.2960817795))","(np.float64(436599.74777801504), np.float64(4812542.869358154))",1.9129433230229296
"(np.float64(436599.74777801504), np.float64(4812542.869358154))","(np.float64(436597.881991634), np.float64(4812542.331577145))",1.9417433490755764
"(np.float64(436597.881991634), np.float64(4812542.331577145))","(np.float64(436592.0544911492), np.float64(4812542.053215949))",5.8341449121454785
"(np.float64(436592.0544911492), np.float64(4812542.053215949))","(np.float64(436590.51750589634), np.float64(4812542.067681201))",1.537053320820603
"(np.float64(436590.51750589634), np.float64(4812542.067681201))","(np.float64(436583.87061173416), np.float64(4812540.686361503))",6.788906105628824
"(np.float64(436583.87061173416), np.float64(4812540.686361503))","(np.float64(436581.6812474601), np.float64(4812540.151630639))",2.2537198187261707
"(np.float64(436581.6812474601), np.float64(4812540.151630639))","(np.float64(436579.49083741684), np.float64(4812539.505842586))",2.2836239548014317
"(np.float64(436579.49083741684), np.float64(4812539.505842586))","(np.float64(436573.41751489847), np.float64(4812538.896608192))",6.1038031553862595
"(np.float64(436573.41751489847), np.float64(4812538.896608192))","(np.float64(436571.3038154416), np.float64(4812537.805829646))",2.3785548615001493
"(np.float64(436571.3038154416), np.float64(4812537.805829646))","(np.float64(436569.1911608701), np.float64(4812536.826109659))",2.328768041656289
"(np.float64(436569.1911608701), np.float64(4812536.826109659))","(np.float64(436564.6569127855), np.float64(4812536.424528828))",4.551996579132348
"(np.float64(436564.6569127855), np.float64(4812536.424528828))","(np.float64(436563.2743945222), np.float64(4812535.660071688))",1.5797947548456088
"(np.float64(436563.2743945222), np.float64(4812535.660071688))","(np.float64(436557.92179289466), np.float64(4812534.266590973))",5.531015520178159
"(np.float64(436557.92179289466), np.float64(4812534.266590973))","(np.float64(436555.9698775463), np.float64(4812533.174293752))",2.236758088689746
"(np.float64(436555.9698775463), np.float64(4812533.174293752))","(np.float64(436554.0179615592), np.float64(4812532.081997087))",2.2367583741443573
"(np.float64(436554.0179615592), np.float64(4812532.081997087))","(np.float64(436548.75880010636), np.float64(4812532.020456631))",5.2595215005381455
"(np.float64(436548.75880010636), np.float64(4812532.020456631))","(np.float64(436546.8215258073), np.float64(4812532.482972625))",1.991721053359725
"(np.float64(436546.8215258073), np.float64(4812532.482972625))","(np.float64(436540.1376526781), np.float64(4812535.7668895675))",7.447030985178156
"(np.float64(436540.1376526781), np.float64(4812535.7668895675))","(np.float64(436536.9133981753), np.float64(4812537.019004935))",3.4588451820480124
"(np.float64(436536.9133981753), np.float64(4812537.019004935))","(np.float64(436533.6880986834), np.float64(4812538.16006396))",3.421194602714948
"(np.float64(436533.6880986834), np.float64(4812538.16006396))","(np.float64(436530.466985126), np.float64(4812539.7453561425))",3.5900868867423026
