Punto Inicial,Punto Final,Distancia (m)
"(np.float64(435460.91358894063), np.float64(4812451.388543984))","(np.float64(435463.26167710254), np.float64(4812451.588188394))",2.3565601852139952
"(np.float64(435463.26167710254), np.float64(4812451.588188394))","(np.float64(435465.609765109), np.float64(4812451.787833619))",2.35656009939619
"(np.float64(435465.609765109), np.float64(4812451.787833619))","(np.float64(435470.3932178019), np.float64(4812452.852699164))",4.900546734236982
"(np.float64(435470.3932178019), np.float64(4812452.852699164))","(np.float64(435471.77269032126), np.float64(4812453.283759722))",1.4452534849517253
"(np.float64(435471.77269032126), np.float64(4812453.283759722))","(np.float64(435477.1362331431), np.float64(4812455.786959475))",5.918918871457402
"(np.float64(435477.1362331431), np.float64(4812455.786959475))","(np.float64(435479.4907002532), np.float64(4812456.652956937))",2.508678332863882
"(np.float64(435479.4907002532), np.float64(4812456.652956937))","(np.float64(435481.84516674496), np.float64(4812457.518955219))",2.508678035072012
"(np.float64(435481.84516674496), np.float64(4812457.518955219))","(np.float64(435488.0964215461), np.float64(4812459.791526853))",6.651523767011967
"(np.float64(435488.0964215461), np.float64(4812459.791526853))","(np.float64(435490.285905624), np.float64(4812460.3259034855))",2.2537521852367703
"(np.float64(435490.285905624), np.float64(4812460.3259034855))","(np.float64(435492.474326042), np.float64(4812460.749222921))",2.2289870503402507
"(np.float64(435492.474326042), np.float64(4812460.749222921))","(np.float64(435497.1119260145), np.float64(4812463.481524917))",5.382639473587277
"(np.float64(435497.1119260145), np.float64(4812463.481524917))","(np.float64(435498.6542478337), np.float64(4812464.022099937))",1.634312683159915
"(np.float64(435498.6542478337), np.float64(4812464.022099937))","(np.float64(435504.02415047726), np.float64(4812467.191668362))",6.235544755852598
"(np.float64(435504.02415047726), np.float64(4812467.191668362))","(np.float64(435506.05821928615), np.float64(4812468.393946265))",2.3628178250080145
"(np.float64(435506.05821928615), np.float64(4812468.393946265))","(np.float64(435508.1731823319), np.float64(4812469.595450453))",2.432422866216307
"(np.float64(435508.1731823319), np.float64(4812469.595450453))","(np.float64(435512.641539075), np.float64(4812471.55190636))",4.877902387206858
"(np.float64(435512.641539075), np.float64(4812471.55190636))","(np.float64(435514.3498993958), np.float64(4812472.535168027))",1.9711160518665691
"(np.float64(435514.3498993958), np.float64(4812472.535168027))","(np.float64(435519.156712078), np.float64(4812476.043341906))",5.950859780667555
"(np.float64(435519.156712078), np.float64(4812476.043341906))","(np.float64(435521.11306909425), np.float64(4812477.579572226))",2.487435701957572
"(np.float64(435521.11306909425), np.float64(4812477.579572226))","(np.float64(435523.0683624162), np.float64(4812479.004745202))",2.4195640076060028
"(np.float64(435523.0683624162), np.float64(4812479.004745202))","(np.float64(435527.15455176815), np.float64(4812483.297297437))",5.926461685273377
"(np.float64(435527.15455176815), np.float64(4812483.297297437))","(np.float64(435528.6255361599), np.float64(4812484.838174524))",2.13028103266854
"(np.float64(435528.6255361599), np.float64(4812484.838174524))","(np.float64(435533.7548489538), np.float64(4812488.232204486))",6.150551936202324
"(np.float64(435533.7548489538), np.float64(4812488.232204486))","(np.float64(435535.46851493255), np.float64(4812489.770760996))",2.302999614194916
"(np.float64(435535.46851493255), np.float64(4812489.770760996))","(np.float64(435537.2630748348), np.float64(4812491.30854396))",2.363307361532617
"(np.float64(435537.2630748348), np.float64(4812491.30854396))","(np.float64(435541.8186781974), np.float64(4812493.930592513))",5.256297234006
"(np.float64(435541.8186781974), np.float64(4812493.930592513))","(np.float64(435543.69094279007), np.float64(4812495.134429521))",2.2258926854939665
"(np.float64(435543.69094279007), np.float64(4812495.134429521))","(np.float64(435545.64303891745), np.float64(4812496.226435254))",2.23677352727449
"(np.float64(435545.64303891745), np.float64(4812496.226435254))","(np.float64(435549.23002504697), np.float64(4812499.079891199))",4.583522697987573
"(np.float64(435549.23002504697), np.float64(4812499.079891199))","(np.float64(435550.7755214373), np.float64(4812499.953651778))",1.7753919685996045
"(np.float64(435550.7755214373), np.float64(4812499.953651778))","(np.float64(435554.92557849706), np.float64(4812502.4685202995))",4.8525804761933555
"(np.float64(435554.92557849706), np.float64(4812502.4685202995))","(np.float64(435556.72013056005), np.float64(4812504.006308394))",2.3633047473582542
"(np.float64(435556.72013056005), np.float64(4812504.006308394))","(np.float64(435558.51468180475), np.float64(4812505.54409696))",2.3633044332481243
"(np.float64(435558.51468180475), np.float64(4812505.54409696))","(np.float64(435562.03881988616), np.float64(4812510.2863178635))",5.908316876809058
"(np.float64(435562.03881988616), np.float64(4812510.2863178635))","(np.float64(435563.3448150872), np.float64(4812511.495576083))",1.7798676652882368
"(np.float64(435563.3448150872), np.float64(4812511.495576083))","(np.float64(435567.25217703776), np.float64(4812514.012773126))",4.647984333998541
"(np.float64(435567.25217703776), np.float64(4812514.012773126))","(np.float64(435569.0445991148), np.float64(4812515.328448643))",2.2234610334481104
"(np.float64(435569.0445991148), np.float64(4812515.328448643))","(np.float64(435570.918976911), np.float64(4812516.754408968))",2.3551337478995333
"(np.float64(435570.918976911), np.float64(4812516.754408968))","(np.float64(435575.40427497576), np.float64(4812520.487832712))",5.835782002829235
"(np.float64(435575.40427497576), np.float64(4812520.487832712))","(np.float64(435576.95082495187), np.float64(4812521.472657148))",1.8334928409759423
"(np.float64(435576.95082495187), np.float64(4812521.472657148))","(np.float64(435581.3477892482), np.float64(4812524.429452922))",5.298673067370904
"(np.float64(435581.3477892482), np.float64(4812524.429452922))","(np.float64(435583.14126761456), np.float64(4812525.856190066))",2.291755555815616
"(np.float64(435583.14126761456), np.float64(4812525.856190066))","(np.float64(435584.9358070188), np.float64(4812527.3939855965))",2.363299974045525
"(np.float64(435584.9358070188), np.float64(4812527.3939855965))","(np.float64(435589.82343788474), np.float64(4812530.901435974))",6.015907548580102
"(np.float64(435589.82343788474), np.float64(4812530.901435974))","(np.float64(435591.6126659726), np.float64(4812531.883943692))",2.0412394680591586
"(np.float64(435591.6126659726), np.float64(4812531.883943692))","(np.float64(435593.4018935334), np.float64(4812532.866451881))",2.0412392328869036
"(np.float64(435593.4018935334), np.float64(4812532.866451881))","(np.float64(435598.27783859865), np.float64(4812535.152271274))",5.385147219431358
"(np.float64(435598.27783859865), np.float64(4812535.152271274))","(np.float64(435599.8211971588), np.float64(4812535.803927167))",1.6752943171300498
"(np.float64(435599.8211971588), np.float64(4812535.803927167))","(np.float64(435605.91479568765), np.float64(4812538.5223853225))",6.672477633727835
"(np.float64(435605.91479568765), np.float64(4812538.5223853225))","(np.float64(435608.02971866133), np.float64(4812539.723920564))",2.4324033632562005
"(np.float64(435608.02971866133), np.float64(4812539.723920564))","(np.float64(435610.22553497297), np.float64(4812540.924683355))",2.502686667124547
"(np.float64(435610.22553497297), np.float64(4812540.924683355))","(np.float64(435615.50806129054), np.float64(4812543.428765421))",5.845982491351226
"(np.float64(435615.50806129054), np.float64(4812543.428765421))","(np.float64(435617.0503549592), np.float64(4812543.969367315))",1.6342950065656254
"(np.float64(435617.0503549592), np.float64(4812543.969367315))","(np.float64(435624.17433816637), np.float64(4812544.456634284))",7.140627831983376
"(np.float64(435624.17433816637), np.float64(4812544.456634284))","(np.float64(435627.0918296866), np.float64(4812544.984098601))",2.9647892634208133
"(np.float64(435627.0918296866), np.float64(4812544.984098601))","(np.float64(435629.92842668435), np.float64(4812545.5123370495))",2.8853627823720993
"(np.float64(435629.92842668435), np.float64(4812545.5123370495))","(np.float64(435635.9912359453), np.float64(4812545.0101426765))",6.083572578929868
"(np.float64(435635.9912359453), np.float64(4812545.0101426765))","(np.float64(435638.3371633008), np.float64(4812544.987731894))",2.3460343987882606
"(np.float64(435638.3371633008), np.float64(4812544.987731894))","(np.float64(435644.9588061744), np.float64(4812543.702730819))",6.745174727779653
"(np.float64(435644.9588061744), np.float64(4812543.702730819))","(np.float64(435647.79009831947), np.float64(4812543.6756872))",2.8314212982223754
"(np.float64(435647.79009831947), np.float64(4812543.6756872))","(np.float64(435650.6213904632), np.float64(4812543.6486447705))",2.8314212855335112
"(np.float64(435650.6213904632), np.float64(4812543.6486447705))","(np.float64(435657.33559754153), np.float64(4812543.584520337))",6.714513283451653
"(np.float64(435657.33559754153), np.float64(4812543.584520337))","(np.float64(435659.921025796), np.float64(4812543.226625707))",2.610081957562494
"(np.float64(435659.921025796), np.float64(4812543.226625707))","(np.float64(435662.50751483), np.float64(4812542.979789984))",2.598240442483464
"(np.float64(435662.50751483), np.float64(4812542.979789984))","(np.float64(435667.45689916477), np.float64(4812544.487481265))",5.173928709597561
"(np.float64(435667.45689916477), np.float64(4812544.487481265))","(np.float64(435668.75544563687), np.float64(4812544.919354304))",1.3684799090620199
"(np.float64(435668.75544563687), np.float64(4812544.919354304))","(np.float64(435675.63568057824), np.float64(4812545.297934942))",6.890642651316081
"(np.float64(435675.63568057824), np.float64(4812545.297934942))","(np.float64(435678.3807765601), np.float64(4812544.71638692))",2.8060203227486387
"(np.float64(435678.3807765601), np.float64(4812544.71638692))","(np.float64(435681.1258729947), np.float64(4812544.13484002))",2.8060205330730694
"(np.float64(435681.1258729947), np.float64(4812544.13484002))","(np.float64(435686.6213678573), np.float64(4812543.527039173))",5.529004038206085
"(np.float64(435686.6213678573), np.float64(4812543.527039173))","(np.float64(435688.64689959044), np.float64(4812543.840908433))",2.0497055189458195
"(np.float64(435688.64689959044), np.float64(4812543.840908433))","(np.float64(435694.95239584404), np.float64(4812543.33645068))",6.325643100020873
"(np.float64(435694.95239584404), np.float64(4812543.33645068))","(np.float64(435697.46117163025), np.float64(4812543.423574224))",2.510288122380213
"(np.float64(435697.46117163025), np.float64(4812543.423574224))","(np.float64(435699.9688874257), np.float64(4812543.399640787))",2.507830002271705
"(np.float64(435699.9688874257), np.float64(4812543.399640787))","(np.float64(435704.16372022114), np.float64(4812542.1378594125))",4.380492485965758
"(np.float64(435704.16372022114), np.float64(4812542.1378594125))","(np.float64(435706.1051779612), np.float64(4812542.119332153))",1.9415461404915013
"(np.float64(435706.1051779612), np.float64(4812542.119332153))","(np.float64(435711.7645838963), np.float64(4812541.73212377))",5.67263658901814
"(np.float64(435711.7645838963), np.float64(4812541.73212377))","(np.float64(435714.19352553244), np.float64(4812541.931083351))",2.437076606661678
"(np.float64(435714.19352553244), np.float64(4812541.931083351))","(np.float64(435716.70230144775), np.float64(4812542.018214064))",2.5102885002076123
"(np.float64(435716.70230144775), np.float64(4812542.018214064))","(np.float64(435721.88164116663), np.float64(4812542.190934749))",5.182218864433526
"(np.float64(435721.88164116663), np.float64(4812542.190934749))","(np.float64(435724.2275691848), np.float64(4812542.168553884))",2.346034775849534
"(np.float64(435724.2275691848), np.float64(4812542.168553884))","(np.float64(435726.6533318049), np.float64(4812542.034344212))",2.4294724787901996
"(np.float64(435726.6533318049), np.float64(4812542.034344212))","(np.float64(435732.3233323783), np.float64(4812542.757732241))",5.715959826931368
"(np.float64(435732.3233323783), np.float64(4812542.757732241))","(np.float64(435734.427637315), np.float64(4812542.848727773))",2.1062714576804127
"(np.float64(435734.427637315), np.float64(4812542.848727773))","(np.float64(435739.68575121963), np.float64(4812542.798574689))",5.2583530849342655
"(np.float64(435739.68575121963), np.float64(4812542.798574689))","(np.float64(435742.11257302016), np.float64(4812542.775428496))",2.426932178236802
"(np.float64(435742.11257302016), np.float64(4812542.775428496))","(np.float64(435744.53833564755), np.float64(4812542.641225265))",2.429472130246353
"(np.float64(435744.53833564755), np.float64(4812542.641225265))","(np.float64(435750.44360211986), np.float64(4812542.584908642))",5.905535002953032
"(np.float64(435750.44360211986), np.float64(4812542.584908642))","(np.float64(435752.222212421), np.float64(4812542.45687961))",1.7832122802108248
"(np.float64(435752.222212421), np.float64(4812542.45687961))","(np.float64(435756.8204663515), np.float64(4812541.080216211))",4.799910553688922
"(np.float64(435756.8204663515), np.float64(4812541.080216211))","(np.float64(435759.08020588924), np.float64(4812540.503329271))",2.332213823747872
"(np.float64(435759.08020588924), np.float64(4812540.503329271))","(np.float64(435761.3399457999), np.float64(4812539.9264430925))",2.3322139968845885
"(np.float64(435761.3399457999), np.float64(4812539.9264430925))","(np.float64(435767.0035910209), np.float64(4812539.983512809))",5.663932745151873
"(np.float64(435767.0035910209), np.float64(4812539.983512809))","(np.float64(435768.77690837847), np.float64(4812539.300198595))",1.9004138404878481
"(np.float64(435768.77690837847), np.float64(4812539.300198595))","(np.float64(435774.28405914735), np.float64(4812539.914106406))",5.541262707354365
"(np.float64(435774.28405914735), np.float64(4812539.914106406))","(np.float64(435776.38942278596), np.float64(4812540.11617296))",2.1150382840296382
"(np.float64(435776.38942278596), np.float64(4812540.11617296))","(np.float64(435778.4947862853), np.float64(4812540.3182401685))",2.1150382079265824
"(np.float64(435778.4947862853), np.float64(4812540.3182401685))","(np.float64(435784.40005447675), np.float64(4812540.26195333))",5.905536438079833
"(np.float64(435784.40005447675), np.float64(4812540.26195333))","(np.float64(435786.58101933025), np.float64(4812539.907962484))",2.209506101102379
"(np.float64(435786.58101933025), np.float64(4812539.907962484))","(np.float64(435788.76092595694), np.float64(4812539.442914435))",2.2289599793480415
"(np.float64(435788.76092595694), np.float64(4812539.442914435))","(np.float64(435793.44537485647), np.float64(4812538.62079473))",4.756042714349532
"(np.float64(435793.44537485647), np.float64(4812538.62079473))","(np.float64(435794.89723535336), np.float64(4812538.162686889))",1.5224196847787268
"(np.float64(435794.89723535336), np.float64(4812538.162686889))","(np.float64(435800.55876470817), np.float64(4812537.997668999))",5.6639337513185835
"(np.float64(435800.55876470817), np.float64(4812537.997668999))","(np.float64(435802.49916513014), np.float64(4812537.86811162))",1.9447207800002082
"(np.float64(435802.49916513014), np.float64(4812537.86811162))","(np.float64(435804.520459728), np.float64(4812537.737784024))",2.025491825104109
"(np.float64(435804.520459728), np.float64(4812537.737784024))","(np.float64(435808.97281024023), np.float64(4812538.028566593))",4.461835898590845
"(np.float64(435808.97281024023), np.float64(4812538.028566593))","(np.float64(435810.18516377825), np.float64(4812537.905947965))",1.218538644956948
"(np.float64(435810.18516377825), np.float64(4812537.905947965))","(np.float64(435815.9979017618), np.float64(4812536.628822533))",5.951384060225985
"(np.float64(435815.9979017618), np.float64(4812536.628822533))","(np.float64(435818.34065750684), np.float64(4812536.273300726))",2.3695780714145753
"(np.float64(435818.34065750684), np.float64(4812536.273300726))","(np.float64(435820.60357726715), np.float64(4812536.02960823))",2.2760034872856014
"(np.float64(435820.60357726715), np.float64(4812536.02960823))","(np.float64(435826.27145554667), np.float64(4812536.530959437))",5.690008543384159
"(np.float64(435826.27145554667), np.float64(4812536.530959437))","(np.float64(435827.8042127164), np.float64(4812536.0720882015))",1.599971047185887
"(np.float64(435827.8042127164), np.float64(4812536.0720882015))","(np.float64(435833.46151326044), np.float64(4812535.462866345))",5.69000885020745
"(np.float64(435833.46151326044), np.float64(4812535.462866345))","(np.float64(435835.64459726744), np.float64(4812535.331007249))",2.1870625512353126
"(np.float64(435835.64459726744), np.float64(4812535.331007249))","(np.float64(435837.74678720697), np.float64(4812535.199919235))",2.106273156359725
"(np.float64(435837.74678720697), np.float64(4812535.199919235))","(np.float64(435843.977750948), np.float64(4812535.362718991))",6.233090156775742
"(np.float64(435843.977750948), np.float64(4812535.362718991))","(np.float64(435846.1544901567), np.float64(4812534.564515838))",2.3184740359731393
"(np.float64(435846.1544901567), np.float64(4812534.564515838))","(np.float64(435848.25139317487), np.float64(4812533.878141554))",2.2063798235730543
"(np.float64(435848.25139317487), np.float64(4812533.878141554))","(np.float64(435852.9326802391), np.float64(4812532.722889603))",4.821727454740198
"(np.float64(435852.9326802391), np.float64(4812532.722889603))","(np.float64(435854.6272283194), np.float64(4812532.2624841165))",1.7559801845866982
"(np.float64(435854.6272283194), np.float64(4812532.2624841165))","(np.float64(435860.85396504594), np.float64(4812531.981067866))",6.233092761022187
"(np.float64(435860.85396504594), np.float64(4812531.981067866))","(np.float64(435863.1977816786), np.float64(4812531.73661961))",2.3565295154458394
"(np.float64(435863.1977816786), np.float64(4812531.73661961))","(np.float64(435865.5415984652), np.float64(4812531.492172172))",2.3565295837526388
"(np.float64(435865.5415984652), np.float64(4812531.492172172))","(np.float64(435870.93930972985), np.float64(4812529.108365453))",5.900662790940848
"(np.float64(435870.93930972985), np.float64(4812529.108365453))","(np.float64(435872.4699573218), np.float64(4812528.427388616))",1.6752944527103724
"(np.float64(435872.4699573218), np.float64(4812528.427388616))","(np.float64(435878.5444222023), np.float64(4812529.147049853))",6.11694661408245
"(np.float64(435878.5444222023), np.float64(4812529.147049853))","(np.float64(435880.72856576944), np.float64(4812529.126263305))",2.1842424779714977
"(np.float64(435880.72856576944), np.float64(4812529.126263305))","(np.float64(435882.8328720178), np.float64(4812529.217305207))",2.10627477192463
"(np.float64(435882.8328720178), np.float64(4812529.217305207))","(np.float64(435887.6801834558), np.float64(4812528.5047694715))",4.899401529876958
"(np.float64(435887.6801834558), np.float64(4812528.5047694715))","(np.float64(435889.53969357145), np.float64(4812528.376006982))",1.8639628882529355
"(np.float64(435889.53969357145), np.float64(4812528.376006982))","(np.float64(435895.2757859883), np.float64(4812527.5439515915))",5.796125635987032
"(np.float64(435895.2757859883), np.float64(4812527.5439515915))","(np.float64(435897.3779791464), np.float64(4812527.412882223))",2.1062752083259135
"(np.float64(435897.3779791464), np.float64(4812527.412882223))","(np.float64(435899.39927814715), np.float64(4812527.2825831445))",2.025494384175093
"(np.float64(435899.39927814715), np.float64(4812527.2825831445))","(np.float64(435904.9830927788), np.float64(4812527.451596483))",5.586371930820747
"(np.float64(435904.9830927788), np.float64(4812527.451596483))","(np.float64(435907.32902525086), np.float64(4812527.429279431))",2.3460386216209383
"(np.float64(435907.32902525086), np.float64(4812527.429279431))","(np.float64(435909.67495772196), np.float64(4812527.406963196))",2.3460386129201516
"(np.float64(435909.67495772196), np.float64(4812527.406963196))","(np.float64(435916.1433265531), np.float64(4812527.012231676))",6.480401863191589
"(np.float64(435916.1433265531), np.float64(4812527.012231676))","(np.float64(435918.8138923393), np.float64(4812527.0978988055))",2.6719394595425134
"(np.float64(435918.8138923393), np.float64(4812527.0978988055))","(np.float64(435924.87779067835), np.float64(4812526.7070226995))",6.07648312731938
"(np.float64(435924.87779067835), np.float64(4812526.7070226995))","(np.float64(435927.54413180327), np.float64(4812526.348461658))",2.6903421743520326
"(np.float64(435927.54413180327), np.float64(4812526.348461658))","(np.float64(435930.2104731913), np.float64(4812525.989901676))",2.690342293850631
"(np.float64(435930.2104731913), np.float64(4812525.989901676))","(np.float64(435936.51388770156), np.float64(4812525.263554551))",6.345125265469526
"(np.float64(435936.51388770156), np.float64(4812525.263554551))","(np.float64(435938.0455984812), np.float64(4812524.6936506005))",1.634297532561904
"(np.float64(435938.0455984812), np.float64(4812524.6936506005))","(np.float64(435945.047499158), np.float64(4812520.850767617))",7.987137328977708
"(np.float64(435945.047499158), np.float64(4812520.850767617))","(np.float64(435947.6202794148), np.float64(4812519.160288771))",3.0784601637846856
"(np.float64(435947.6202794148), np.float64(4812519.160288771))","(np.float64(435950.1941167293), np.float64(4812517.580868831))",3.0198022895018988
"(np.float64(435950.1941167293), np.float64(4812517.580868831))","(np.float64(435956.0930691902), np.float64(4812516.858385268))",5.943031434813084
"(np.float64(435956.0930691902), np.float64(4812516.858385268))","(np.float64(435958.3559995395), np.float64(4812516.614739163))",2.276009048763041
"(np.float64(435958.3559995395), np.float64(4812516.614739163))","(np.float64(435963.35139345005), np.float64(4812514.456967448))",5.441501547879155
"(np.float64(435963.35139345005), np.float64(4812514.456967448))","(np.float64(435965.76872495824), np.float64(4812513.434380785))",2.624723814867731
"(np.float64(435965.76872495824), np.float64(4812513.434380785))","(np.float64(435968.1062182687), np.float64(4812512.523621707))",2.5086564279464127
"(np.float64(435968.1062182687), np.float64(4812512.523621707))","(np.float64(435974.40015043254), np.float64(4812510.797789083))",6.526260823053102
"(np.float64(435974.40015043254), np.float64(4812510.797789083))","(np.float64(435976.8206508645), np.float64(4812510.108380132))",2.5167651940914295
"(np.float64(435976.8206508645), np.float64(4812510.108380132))","(np.float64(435979.1592020523), np.float64(4812509.308682827))",2.471505095599124
"(np.float64(435979.1592020523), np.float64(4812509.308682827))","(np.float64(435984.8080946546), np.float64(4812507.811125227))",5.844028268047419
"(np.float64(435984.8080946546), np.float64(4812507.811125227))","(np.float64(435986.98907928), np.float64(4812507.45719949))",2.2095151875496484
"(np.float64(435986.98907928), np.float64(4812507.45719949))","(np.float64(435993.1957958553), np.float64(4812505.065805702))",6.651473137304237
"(np.float64(435993.1957958553), np.float64(4812505.065805702))","(np.float64(435995.449236055), np.float64(4812503.82265099))",2.5736018280570145
"(np.float64(435995.449236055), np.float64(4812503.82265099))","(np.float64(435997.6228375551), np.float64(4812502.6913234005))",2.450397028464425
"(np.float64(435997.6228375551), np.float64(4812502.6913234005))","(np.float64(436004.075410397), np.float64(4812500.63080809))",6.7735824808775
"(np.float64(436004.075410397), np.float64(4812500.63080809))","(np.float64(436006.2521788671), np.float64(4812499.83265702))",2.3184835784024775
"(np.float64(436006.2521788671), np.float64(4812499.83265702))","(np.float64(436012.46418272913), np.float64(4812497.996570659))",6.47766972806068
"(np.float64(436012.46418272913), np.float64(4812497.996570659))","(np.float64(436014.8825820147), np.float64(4812497.085059682))",2.584474291927345
"(np.float64(436014.8825820147), np.float64(4812497.085059682))","(np.float64(436017.30098194076), np.float64(4812496.173549582))",2.5844745818168415
"(np.float64(436017.30098194076), np.float64(4812496.173549582))","(np.float64(436023.4363156418), np.float64(4812494.782473231))",6.2910581811667985
"(np.float64(436023.4363156418), np.float64(4812494.782473231))","(np.float64(436025.04788045347), np.float64(4812494.100763196))",1.7498199088746418
"(np.float64(436025.04788045347), np.float64(4812494.100763196))","(np.float64(436032.163442737), np.float64(4812493.699998542))",7.126839335869272
"(np.float64(436032.163442737), np.float64(4812493.699998542))","(np.float64(436034.5871179785), np.float64(4812493.343784188))",2.4497122977997274
"(np.float64(436034.5871179785), np.float64(4812493.343784188))","(np.float64(436037.0097391245), np.float64(4812492.87651281))",2.4672729395191353
"(np.float64(436037.0097391245), np.float64(4812492.87651281))","(np.float64(436042.8151755737), np.float64(4812490.82217871))",6.158196242203219
"(np.float64(436042.8151755737), np.float64(4812490.82217871))","(np.float64(436045.39747905236), np.float64(4812490.131258751))",2.6731370420715974
"(np.float64(436045.39747905236), np.float64(4812490.131258751))","(np.float64(436047.8988883814), np.float64(4812489.441107635))",2.5948713251333704
"(np.float64(436047.8988883814), np.float64(4812489.441107635))","(np.float64(436053.87982304196), np.float64(4812488.829000134))",6.012175563594515
"(np.float64(436053.87982304196), np.float64(4812488.829000134))","(np.float64(436055.7340762563), np.float64(4812488.144994172))",1.9763904317021976
"(np.float64(436055.7340762563), np.float64(4812488.144994172))","(np.float64(436062.103677269), np.float64(4812485.863186772))",6.765978279110139
"(np.float64(436062.103677269), np.float64(4812485.863186772))","(np.float64(436064.4401387201), np.float64(4812484.841403494))",2.550116307198794
"(np.float64(436064.4401387201), np.float64(4812484.841403494))","(np.float64(436066.7755470268), np.float64(4812483.708563137))",2.595661617561863
"(np.float64(436066.7755470268), np.float64(4812483.708563137))","(np.float64(436071.35071850405), np.float64(4812479.888841876))",5.960072529636887
"(np.float64(436071.35071850405), np.float64(4812479.888841876))","(np.float64(436072.8782355404), np.float64(4812478.874737256))",1.8334984253906157
"(np.float64(436072.8782355404), np.float64(4812478.874737256))","(np.float64(436079.00516645244), np.float64(4812476.59524866))",6.537228056342786
"(np.float64(436079.00516645244), np.float64(4812476.59524866))","(np.float64(436081.18089755706), np.float64(4812475.686064104))",2.3580547909926852
"(np.float64(436081.18089755706), np.float64(4812475.686064104))","(np.float64(436083.2746808391), np.float64(4812474.666589781))",2.328788596501494
"(np.float64(436083.2746808391), np.float64(4812474.666589781))","(np.float64(436088.9088754736), np.float64(4812471.614309552))",6.4078517284111705
"(np.float64(436088.9088754736), np.float64(4812471.614309552))","(np.float64(436091.2442923727), np.float64(4812470.481477791))",2.5956655968575264
"(np.float64(436091.2442923727), np.float64(4812470.481477791))","(np.float64(436093.57865665184), np.float64(4812469.237588954))",2.6450928201353667
"(np.float64(436093.57865665184), np.float64(4812469.237588954))","(np.float64(436099.62997459236), np.float64(4812467.514176077))",6.2919472948956
"(np.float64(436099.62997459236), np.float64(4812467.514176077))","(np.float64(436101.4852913895), np.float64(4812466.941240733))",1.9417660330112054
"(np.float64(436101.4852913895), np.float64(4812466.941240733))","(np.float64(436108.024089267), np.float64(4812465.435348047))",6.709962031437655
"(np.float64(436108.024089267), np.float64(4812465.435348047))","(np.float64(436110.5297262392), np.float64(4812465.189451949))",2.5176738326420436
"(np.float64(436110.5297262392), np.float64(4812465.189451949))","(np.float64(436112.9544684286), np.float64(4812464.944323846))",2.437101243648345
"(np.float64(436112.9544684286), np.float64(4812464.944323846))","(np.float64(436118.35863512516), np.float64(4812463.227064424))",5.67044950653783
"(np.float64(436118.35863512516), np.float64(4812463.227064424))","(np.float64(436120.0521646545), np.float64(4812462.655668221))",1.7873264635311361
"(np.float64(436120.0521646545), np.float64(4812462.655668221))","(np.float64(436126.5079698162), np.float64(4812460.928444763))",6.682867734929968
"(np.float64(436126.5079698162), np.float64(4812460.928444763))","(np.float64(436129.0945040018), np.float64(4812460.681788695))",2.5982683288739397
"(np.float64(436129.0945040018), np.float64(4812460.681788695))","(np.float64(436131.6799855933), np.float64(4812460.324075729))",2.610109887806684
"(np.float64(436131.6799855933), np.float64(4812460.324075729))","(np.float64(436137.1745295748), np.float64(4812459.605585692))",5.541321277170638
"(np.float64(436137.1745295748), np.float64(4812459.605585692))","(np.float64(436139.5204848134), np.float64(4812459.58334974))",2.346060617057445
"(np.float64(436139.5204848134), np.float64(4812459.58334974))","(np.float64(436145.322822105), np.float64(4812457.19593102))",6.274303641871118
"(np.float64(436145.322822105), np.float64(4812457.19593102))","(np.float64(436147.74230570515), np.float64(4812456.3955260245))",2.54844051301742
"(np.float64(436147.74230570515), np.float64(4812456.3955260245))","(np.float64(436150.16073740786), np.float64(4812455.484064009))",2.5844873585147963
"(np.float64(436150.16073740786), np.float64(4812455.484064009))","(np.float64(436156.1301338174), np.float64(4812453.650410918))",6.244675904623907
"(np.float64(436156.1301338174), np.float64(4812453.650410918))","(np.float64(436158.46872482187), np.float64(4812452.8507763455))",2.471522473133512
"(np.float64(436158.46872482187), np.float64(4812452.8507763455))","(np.float64(436160.8073163678), np.float64(4812452.051142593))",2.4715227202983625
"(np.float64(436160.8073163678), np.float64(4812452.051142593))","(np.float64(436166.04550591717), np.float64(4812449.891223101))",5.666028765088624
"(np.float64(436166.04550591717), np.float64(4812449.891223101))","(np.float64(436167.33141047764), np.float64(4812448.990497328))",1.5699864509204189
"(np.float64(436167.33141047764), np.float64(4812448.990497328))","(np.float64(436174.0330816813), np.float64(4812447.594194156))",6.845586860940463
"(np.float64(436174.0330816813), np.float64(4812447.594194156))","(np.float64(436176.4546760078), np.float64(4812447.0159153305))",2.4896838117116964
"(np.float64(436176.4546760078), np.float64(4812447.0159153305))","(np.float64(436178.95611391513), np.float64(4812446.3258132255))",2.594885839423943
"(np.float64(436178.95611391513), np.float64(4812446.3258132255))","(np.float64(436184.12288536207), np.float64(4812445.166195182))",5.295303692076823
"(np.float64(436184.12288536207), np.float64(4812445.166195182))","(np.float64(436185.5737391728), np.float64(4812444.597114191))",1.5584703892132656
"(np.float64(436185.5737391728), np.float64(4812444.597114191))","(np.float64(436191.63982607186), np.float64(4812444.428594932))",6.0684272268858725
"(np.float64(436191.63982607186), np.float64(4812444.428594932))","(np.float64(436193.9017360128), np.float64(4812444.07397042))",2.2895403742048646
"(np.float64(436193.9017360128), np.float64(4812444.07397042))","(np.float64(436196.0838026821), np.float64(4812443.831170619))",2.195533350399408
